Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Kaletra,Zimbabwe,8/11/2012,8/11/2012,80/20mg/ml,Oral.solution,Direct Drop,4070,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148290,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,8/11/2012,Air,Pediatric,FCA,ABBVIE,15593.13,5,1500,64.81,46230,30.82,300,0.1,1374
Kaletra,Zimbabwe,9/02/2013,9/02/2013,80/20mg/ml,Oral.solution,Direct Drop,4280,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148310,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,9/02/2013,Air,Pediatric,FCA,ABBVIE,15509.16,5,1500,64.81,46230,30.82,300,0.1,1374
Kaletra,Zimbabwe,25/04/2013,25/04/2013,80/20mg/ml,Oral.solution,Direct Drop,5617,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-149110,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,25/04/2013,Air,Pediatric,FCA,ABBVIE,9299.26,5,1500,64.81,46230,30.82,300,0.1,1374
Kaletra,Zimbabwe,22/11/2012,22/11/2012,80/20mg/ml,Oral.solution,Direct Drop,6326,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148290,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,8/11/2012,Air,Pediatric,FCA,ABBVIE,15578.89,4.546666667,1364,58.94,42038.48,30.82,300,0.1,1309
Kaletra,Zimbabwe,14/03/2013,14/03/2013,80/20mg/ml,Oral.solution,Direct Drop,6374,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148310,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,9/02/2013,Air,Pediatric,FCA,ABBVIE,13257.79,3.403333333,1021,44.12,31467.22,30.82,300,0.1,1013
Kaletra,Zimbabwe,19/06/2013,19/06/2013,80/20mg/ml,Oral.solution,Direct Drop,6501,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-149120,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,19/06/2013,Air,Pediatric,FCA,ABBVIE,31073.95,7.82,2346,101.37,72303.72,30.82,300,0.1,2172
Kaletra,Zimbabwe,8/11/2012,8/11/2012,80/20mg/ml,Oral.solution,Direct Drop,6517,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148290,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,8/11/2012,Air,Pediatric,FCA,ABBVIE,15504.4,5,1500,64.81,46230,30.82,300,0.1,1374
Kaletra,Zimbabwe,4/08/2011,4/08/2011,80/20mg/ml,Oral.solution,Direct Drop,3093,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-90651,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,4/08/2011,Air,Pediatric,FCA,ABBVIE,17912.6,3.61,1083,84.43,39161.28,36.16,300,0.12,1042
Kaletra,Zimbabwe,17/03/2011,17/03/2011,80/20mg/ml,Oral.solution,Direct Drop,3536,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-90630,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,17/03/2011,Air,Pediatric,FCA,ABBVIE,18756.25,7.22,2166,168.86,78322.56,36.16,300,0.12,2480
Kaletra,Zimbabwe,15/09/2011,15/09/2011,80/20mg/ml,Oral.solution,Direct Drop,3647,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-90670,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,15/09/2011,Air,Pediatric,FCA,ABBVIE,16956.86,8.34,2502,195.06,90472.32,36.16,300,0.12,2364
Kaletra,Zimbabwe,12/07/2011,12/07/2011,80/20mg/ml,Oral.solution,Direct Drop,4054,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-90650,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,12/07/2011,Air,Pediatric,FCA,ABBVIE,22837.98,3.61,1083,84.43,39161.28,36.16,300,0.12,1257
Videx,Haiti,11/04/2013,11/04/2013,2g,Powder.for.oral.solution,Direct Drop,6578,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Bristol-Myers,SCMS-176250,2/5/2013,2013,FPQ-11285,1/16/2013,1/16/2013,2013,ARV,11/04/2013,Air,Pediatric,FCA,LAWRENCE,817.99,0.49,98,1.53,1233.82,12.59,200,0.06,22
Videx,Haiti,8/11/2012,8/11/2012,2g,Powder.for.oral.solution,Direct Drop,3807,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Bristol-Myers,SCMS-147160,8/3/2012,2012,FPQ-9621,4/20/2012,4/20/2012,2012,ARV,8/11/2012,Air,Pediatric,FCA,LAWRENCE,1662.72,0.49,98,1.73,1233.82,12.59,200,0.06,22
Generic,Cameroon,22/07/2015,22/07/2015,100/25mg,Tablet,Direct Drop,3541,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-289290,5/29/2015,2015,FPQ-16210,4/28/2015,4/28/2015,2015,ARV,22/07/2015,Air,Pediatric,FCA,ABBVIE,10334.23,146.666666667,8800,61.52,52272,5.94,60,0.1,1485
Generic,"Congo, DRC",15/03/2013,15/03/2013,100/25mg,Tablet,Direct Drop,6367,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-170610,1/3/2013,2013,FPQ-11103,12/7/2012,12/7/2012,2012,ARV,15/03/2013,Air,Pediatric,FCA,ABBVIE,707.19,1,60,0.44,356.4,5.94,60,0.1,13
Generic,"Congo, DRC",3/04/2013,3/04/2013,100/25mg,Tablet,Direct Drop,6375,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-170610,1/3/2013,2013,FPQ-11103,12/7/2012,12/7/2012,2012,ARV,15/03/2013,Air,Pediatric,FCA,ABBVIE,767.87,0.4,24,0.18,142.56,5.94,60,0.1,8
Generic,"Congo, DRC",15/01/2014,4/02/2014,100/25mg,Tablet,Direct Drop,4249,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-189050,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,15/01/2014,Air,Pediatric,FCA,ABBVIE,453.31,5.066666667,304,2.23,1805.76,5.94,60,0.1,43
Generic,Côte d'Ivoire,17/03/2014,18/03/2014,100/25mg,Tablet,Direct Drop,3793,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-206521,12/9/2013,2013,FPQ-12806,8/9/2013,8/9/2013,2013,ARV,17/03/2014,Air,Pediatric,FCA,ABBVIE,7008.1,98.333333333,5900,43.35,35046,5.94,60,0.1,701
Generic,Côte d'Ivoire,7/02/2014,10/02/2014,100/25mg,Tablet,Direct Drop,2989,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-206530,9/17/2013,2013,FPQ-12806,8/9/2013,8/9/2013,2013,ARV,7/02/2014,Air,Pediatric,FCA,ABBVIE,5924.33,76.666666667,4600,33.8,27324,5.94,60,0.1,535
Generic,Côte d'Ivoire,10/01/2014,10/01/2014,100/25mg,Tablet,Direct Drop,6439,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-206520,9/17/2013,2013,FPQ-12806,8/9/2013,8/9/2013,2013,ARV,10/01/2014,Air,Pediatric,FCA,ABBVIE,5335.6,73.333333333,4400,32.33,26136,5.94,60,0.1,505
Generic,Côte d'Ivoire,29/11/2013,2/12/2013,100/25mg,Tablet,Direct Drop,2929,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-204990,9/2/2013,2013,FPQ-12714,7/30/2013,7/30/2013,2013,ARV,29/11/2013,Air,Pediatric,FCA,ABBVIE,6020.53,130.833333333,7850,57.68,46629,5.94,60,0.1,909
Generic,Ghana,7/08/2014,15/08/2014,100/25mg,Tablet,Direct Drop,6212,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-234010,4/14/2014,2014,FPQ-13809,3/7/2014,3/7/2014,2014,ARV,7/08/2014,Air,Pediatric,FCA,ABBVIE,2060.79,15.566666667,934,5.7,5547.96,5.94,60,0.1,110
Generic,Ghana,6/08/2014,15/08/2014,100/25mg,Tablet,Direct Drop,3085,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-235810,4/23/2014,2014,FPQ-13872,3/24/2014,3/24/2014,2014,ARV,6/08/2014,Air,Pediatric,FCA,ABBVIE,1317.82,7.466666667,448,2.74,2661.12,5.94,60,0.1,63
Generic,Ghana,12/11/2014,13/11/2014,100/25mg,Tablet,Direct Drop,4845,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-249120,7/18/2014,2014,FPQ-14101,4/30/2014,4/30/2014,2014,ARV,12/11/2014,Air,Pediatric,FCA,ABBVIE,1472.41,11.2,672,4.1,3991.68,5.94,60,0.1,88
Generic,Haiti,7/07/2015,7/07/2015,100/25mg,Tablet,Direct Drop,3204,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-262890,1/30/2015,2015,FPQ-15038,10/22/2014,10/22/2014,2014,ARV,7/07/2015,Air,Pediatric,FCA,ABBVIE,4126.9,44.95,2697,16.47,16020.18,5.94,60,0.1,1825
Generic,Haiti,23/01/2014,24/01/2014,100/25mg,Tablet,Direct Drop,6171,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-210440,10/22/2013,2013,FPQ-12590,8/21/2013,8/21/2013,2013,ARV,23/01/2014,Air,Pediatric,FCA,ABBVIE,737.12,1.333333333,80,0.59,475.2,5.94,60,0.1,8
Generic,Haiti,20/03/2013,20/03/2013,100/25mg,Tablet,Direct Drop,4340,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-176130,2/5/2013,2013,FPQ-11285,1/16/2013,1/16/2013,2013,ARV,20/03/2013,Air,Pediatric,FCA,ABBVIE,1637.86,15.6,936,6.88,5559.84,5.94,60,0.1,128
Generic,Haiti,20/06/2013,20/06/2013,100/25mg,Tablet,Direct Drop,4422,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-176280,2/5/2013,2013,FPQ-11286,1/16/2013,1/16/2013,2013,ARV,20/06/2013,Air,Pediatric,FCA,ABBVIE,1286.68,10.2,612,4.5,3635.28,5.94,60,0.1,76
Generic,Haiti,11/09/2013,11/09/2013,100/25mg,Tablet,Direct Drop,3833,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-176360,2/5/2013,2013,FPQ-11287,1/16/2013,1/16/2013,2013,ARV,11/09/2013,Air,Pediatric,FCA,ABBVIE,1259.05,10.2,612,4.5,3635.28,5.94,60,0.1,76
Generic,Haiti,9/09/2014,10/09/2014,100/25mg,Tablet,Direct Drop,3109,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-240120,5/28/2014,2014,FPQ-14083,5/11/2014,5/11/2014,2014,ARV,9/09/2014,Air,Pediatric,FCA,ABBVIE,892.5,8.666666667,520,3.18,3088.8,5.94,60,0.1,65
Generic,Haiti,27/03/2012,27/03/2012,100/25mg,Tablet,Direct Drop,6023,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-138560,2/24/2012,2012,FPQ-9066,1/6/2012,1/6/2012,2012,ARV,27/03/2012,Air,Pediatric,FCA,ABBVIE,984.39,6,360,3.89,2775.6,7.71,60,0.13,46
Generic,Haiti,18/06/2010,18/06/2010,100/25mg,Tablet,Direct Drop,4872,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-58030,11/13/2009,2009,FPQ-4389,11/3/2009,2009,2009,ARV,18/06/2010,Air,Pediatric,FCA,ABBVIE,1075.54,5,300,5.85,2712,9.04,60,0.15,44
Generic,Haiti,3/03/2010,3/03/2010,100/25mg,Tablet,Direct Drop,5494,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-58020,11/13/2009,2009,FPQ-4389,11/3/2009,2009,2009,ARV,3/03/2010,Air,Pediatric,FCA,ABBVIE,971.8,5,300,5.85,2712,9.04,60,0.15,37
Generic,Haiti,21/12/2009,21/12/2009,100/25mg,Tablet,Direct Drop,6276,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-56140,11/6/2009,2009,FPQ-4337,10/13/2009,2009,2009,ARV,21/12/2009,Air,Pediatric,FCA,ABBVIE,928.11,0.75,45,0.8,406.8,9.04,60,0.15,13
Generic,Haiti,6/10/2009,6/10/2009,100/25mg,Tablet,Direct Drop,5303,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-51130,8/19/2009,2009,FPQ-3948,7/29/2009,2009,2009,ARV,6/10/2009,Air,Pediatric,FCA,ABBVIE,693.54,1.5,90,1.81,925.2,10.28,60,0.17,17
Generic,Haiti,8/08/2012,8/08/2012,100/25mg,Tablet,Direct Drop,6410,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-147120,6/12/2012,2012,FPQ-9621,4/20/2012,4/20/2012,2012,ARV,8/08/2012,Air,Pediatric,FCA,SYSMEX,4059.85,3.6,216,2.24,1596.24,7.39,60,0.12,24
Generic,Nigeria,23/07/2013,23/07/2013,100/25mg,Tablet,Direct Drop,4616,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-185370,4/19/2013,2013,FPQ-11880,3/20/2013,3/20/2013,2013,ARV,23/07/2013,Air,Pediatric,FCA,ABBVIE,5506.01,89.333333333,5360,39.38,31838.4,5.94,60,0.1,619
Generic,Nigeria,30/12/2013,30/12/2013,100/25mg,Tablet,Direct Drop,4138,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-206330,9/17/2013,2013,FPQ-12803,8/13/2013,8/13/2013,2013,ARV,30/12/2013,Air,Pediatric,FCA,ABBVIE,6185.25,91.883333333,5513,40.51,32747.22,5.94,60,0.1,640
Generic,Rwanda,22/01/2014,24/01/2014,100/25mg,Tablet,Direct Drop,4198,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-215450,12/2/2013,2013,FPQ-13157,10/28/2013,10/28/2013,2013,ARV,22/01/2014,Air,Pediatric,FCA,ABBVIE,985.26,8.333333333,500,3.05,2970,5.94,60,0.1,65
Generic,Rwanda,11/05/2015,11/05/2015,100/25mg,Tablet,Direct Drop,5739,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-276400,2/23/2015,2015,FPQ-15695,1/15/2015,1/15/2015,2015,ARV,11/05/2015,Air,Pediatric,FCA,ABBVIE,929.85,10.7,642,4.49,3813.48,5.94,60,0.1,83
Generic,Rwanda,27/01/2012,27/01/2012,100/25mg,Tablet,Direct Drop,4889,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-126470,11/11/2011,2011,FPQ-8365,10/26/2011,10/26/2011,2011,ARV,27/01/2012,Air,Pediatric,FCA,ABBVIE,3035.87,23.25,1395,17.75,10755.45,7.71,60,0.13,188
Generic,Rwanda,2/02/2012,2/02/2012,100/25mg,Tablet,Direct Drop,5583,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-126460,11/11/2011,2011,FPQ-8365,10/26/2011,10/26/2011,2011,ARV,2/02/2012,Air,Pediatric,FCA,ABBVIE,2682.48,21.75,1305,16.6,10061.55,7.71,60,0.13,150
Generic,Rwanda,29/06/2012,29/06/2012,100/25mg,Tablet,Direct Drop,6011,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-126480,11/11/2011,2011,FPQ-8365,10/26/2011,10/26/2011,2011,ARV,29/06/2012,Air,Pediatric,FCA,ABBVIE,2874.03,26.25,1575,20.04,12143.25,7.71,60,0.13,186
Generic,Tanzania,7/03/2014,11/03/2014,100/25mg,Tablet,Direct Drop,3832,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-210890,10/31/2013,2013,FPQ-13048,10/3/2013,10/3/2013,2013,ARV,7/03/2014,Air,Pediatric,FCA,ABBVIE,2336.46,29.033333333,1742,12.8,10347.48,5.94,60,0.1,208
Generic,Tanzania,24/06/2014,24/06/2014,100/25mg,Tablet,Direct Drop,5952,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-210880,10/31/2013,2013,FPQ-13048,10/3/2013,10/3/2013,2013,ARV,24/06/2014,Air,Pediatric,FCA,ABBVIE,2215.81,32.6,1956,14.37,11618.64,5.94,60,0.1,230
Generic,Tanzania,2/10/2014,3/10/2014,100/25mg,Tablet,Direct Drop,3319,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-239380,5/16/2014,2014,FPQ-14049,4/11/2014,4/11/2014,2014,ARV,2/10/2014,Air,Pediatric,FCA,ABBVIE,4835.39,87.883333333,5273,32.2,31321.62,5.94,60,0.1,668
Generic,Tanzania,18/07/2013,18/07/2013,100/25mg,Tablet,Direct Drop,6483,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-186890,5/8/2013,2013,FPQ-12050,4/12/2013,4/12/2013,2013,ARV,18/07/2013,Air,Pediatric,FCA,ABBVIE,1396.04,12.75,765,5.62,4544.1,5.94,60,0.1,84
Generic,Tanzania,31/12/2013,3/01/2014,100/25mg,Tablet,Direct Drop,3925,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-200840,8/9/2013,2013,FPQ-12588,7/15/2013,7/15/2013,2013,ARV,31/12/2013,Air,Pediatric,FCA,ABBVIE,2177.56,29.4,1764,12.96,10478.16,5.94,60,0.1,209
Generic,Tanzania,21/11/2013,21/11/2013,100/25mg,Tablet,Direct Drop,5024,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-202300,8/9/2013,2013,FPQ-12588,7/15/2013,7/15/2013,2013,ARV,21/11/2013,Air,Pediatric,FCA,ABBVIE,3940.54,45.6,2736,20.1,16251.84,5.94,60,0.1,328
Generic,Tanzania,15/03/2013,15/03/2013,100/25mg,Tablet,Direct Drop,5932,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-159630,9/12/2012,2012,FPQ-10546,8/24/2012,8/24/2012,2012,ARV,15/03/2013,Air,Pediatric,FCA,ABBVIE,1264.16,6.783333333,407,3.63,2592.59,6.37,60,0.11,68
Generic,Tanzania,19/01/2012,19/01/2012,100/25mg,Tablet,Direct Drop,4350,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-121380,9/9/2011,2011,FPQ-8332,8/30/2011,8/30/2011,2011,ARV,19/01/2012,Air,Pediatric,FCA,ABBVIE,1262.36,6.75,405,5.15,3122.55,7.71,60,0.13,75
Generic,Uganda,9/04/2013,9/04/2013,100/25mg,Tablet,Direct Drop,3760,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-171900,1/11/2013,2013,FPQ-11153,12/13/2012,12/13/2012,2012,ARV,9/04/2013,Air,Pediatric,FCA,ABBVIE,6255.87,106.5,6390,46.95,37956.6,5.94,60,0.1,733
Generic,Uganda,26/07/2013,26/07/2013,100/25mg,Tablet,Direct Drop,3473,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-173430,2/4/2013,2013,FPQ-11141,12/13/2012,12/13/2012,2012,ARV,26/07/2013,Air,Pediatric,FCA,ABBVIE,2808.12,42.75,2565,18.85,15236.1,5.94,60,0.1,304
Generic,Uganda,30/04/2013,30/04/2013,100/25mg,Tablet,Direct Drop,3770,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-173410,2/4/2013,2013,FPQ-11141,12/13/2012,12/13/2012,2012,ARV,30/04/2013,Air,Pediatric,FCA,ABBVIE,3446.07,48,2880,21.16,17107.2,5.94,60,0.1,335
Generic,Uganda,25/04/2014,28/04/2014,100/25mg,Tablet,Direct Drop,4287,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-231520,3/21/2014,2014,FPQ-13696,2/19/2014,2/19/2014,2014,ARV,25/04/2014,Air,Pediatric,FCA,ABBVIE,1105.6,16.666666667,1000,6.11,5940,5.94,60,0.1,116
Generic,Uganda,6/11/2014,7/11/2014,100/25mg,Tablet,Direct Drop,4882,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-244450,6/23/2014,2014,FPQ-14407,6/11/2014,6/11/2014,2014,ARV,6/11/2014,Air,Pediatric,FCA,ABBVIE,1042.36,12.066666667,724,4.42,4300.56,5.94,60,0.1,82
Generic,Uganda,4/05/2012,4/05/2012,100/25mg,Tablet,Direct Drop,4469,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-142260,4/4/2012,2012,FPQ-9365,3/15/2012,3/15/2012,2012,ARV,4/05/2012,Air,Pediatric,FCA,ABBVIE,677.4,3.5,210,2.18,1554,7.4,60,0.12,36
Generic,Vietnam,11/12/2012,11/12/2012,100/25mg,Tablet,Direct Drop,4186,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-155700,8/14/2012,2012,FPQ-10286,7/25/2012,7/25/2012,2012,ARV,11/12/2012,Air,Pediatric,FCA,ABBVIE,612.07,1.733333333,104,2.22,1581.84,15.21,60,0.25,18
Generic,Vietnam,11/12/2012,11/12/2012,100/25mg,Tablet,Direct Drop,4444,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-155710,8/14/2012,2012,FPQ-10287,7/25/2012,7/25/2012,2012,ARV,11/12/2012,Air,Pediatric,FCA,ABBVIE,439.17,6.6,396,8.44,6023.16,15.21,60,0.25,53
Generic,Zimbabwe,22/04/2015,23/04/2015,100/25mg,Tablet,Direct Drop,4269,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-261580,10/30/2014,2014,FPQ-15220,10/27/2014,10/27/2014,2014,ARV,22/04/2015,Air,Pediatric,FCA,ABBVIE,34670.93,332.033333333,19922,139.28,118336.68,5.94,60,0.1,3991
Generic,Zimbabwe,24/06/2014,25/06/2014,100/25mg,Tablet,Direct Drop,3306,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-216230,11/28/2013,2013,FPQ-13325,11/26/2013,11/26/2013,2013,ARV,24/06/2014,Air,Pediatric,FCA,ABBVIE,13330.73,161.166666667,9670,59.05,57439.8,5.94,60,0.1,1128
Generic,Zimbabwe,12/01/2015,12/01/2015,100/25mg,Tablet,Direct Drop,5545,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-239180,5/15/2014,2014,FPQ-13969,4/8/2014,4/8/2014,2014,ARV,12/01/2015,Air,Pediatric,FCA,ABBVIE,11368.84,154.216666667,9253,56.5,54962.82,5.94,60,0.1,1065
Generic,Zimbabwe,21/11/2011,21/11/2011,100/25mg,Tablet,Direct Drop,5007,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-90710,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,21/11/2011,Air,Pediatric,FCA,ABBVIE,7549.41,93.75,5625,93.5,43368.75,7.71,60,0.13,665
Generic,Zimbabwe,14/06/2014,16/06/2014,200mg,Tablet,Direct Drop,5298,"Nevirapine 200mg, tablets, 60 Tabs",Cipla,SCMS-234730,5/12/2014,2014,FPQ-13939,4/1/2014,4/1/2014,2014,ARV,14/06/2014,Air Charter,Adult,EXW,CIPLA,84791.1,1416.666666667,85000,193.98,188700,2.22,60,0.04,11125
Generic,Zimbabwe,14/06/2014,16/06/2014,200mg,Tablet,Direct Drop,4764,"Nevirapine 200mg, tablets, 60 Tabs",Hetero,SCMS-234770,4/11/2014,2014,FPQ-13939,4/1/2014,4/1/2014,2014,ARV,14/06/2014,Air Charter,Adult,EXW,HETERO,41158.49,1300,78000,174.8,170040,2.18,60,0.04,5163
Generic,Zimbabwe,14/06/2014,16/06/2014,200mg,Tablet,Direct Drop,3390,"Nevirapine 200mg, tablets, 60 Tabs",Micro,SCMS-234750,4/11/2014,2014,FPQ-13939,4/1/2014,4/1/2014,2014,ARV,14/06/2014,Air Charter,Adult,EXW,MICRO,46213.4,916.666666667,55000,117.6,114400,2.08,60,0.03,5810
Generic,Zimbabwe,14/06/2014,16/06/2014,200mg,Tablet,Direct Drop,5830,"Nevirapine 200mg, tablets, 60 Tabs",Strides,SCMS-234760,4/11/2014,2014,FPQ-13939,4/1/2014,4/1/2014,2014,ARV,14/06/2014,Air Charter,Adult,EXW,STRIDES,68350.52,2633.333333333,158000,357.33,347600,2.2,60,0.04,9832
Generic,Zimbabwe,14/06/2014,16/06/2014,200mg,Tablet,Direct Drop,6488,"Nevirapine 200mg, tablets, 60 Tabs",Strides,SCMS-234760,4/11/2014,2014,FPQ-13939,4/1/2014,4/1/2014,2014,ARV,14/06/2014,Air Charter,Adult,EXW,STRIDES,11814.57,116.666666667,7000,15.83,15400,2.2,60,0.04,437
