,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Days to Deliver
8079,SO-39590,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-02-21,N/A - From RDC,2011-06-15,2011-07-06,2011-07-06,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3173,7393.09,2.33,0.04,"Aurobindo Unit III, India",Yes,170.0,13398.06,12.2,135 days 00:00:00.000000000
8080,SO-39620,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-02-21,N/A - From RDC,2011-06-15,2011-07-05,2011-07-05,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15508,38925.08,2.51,0.04,"Strides, Bangalore, India.",Yes,1107.0,13398.06,64.23,134 days 00:00:00.000000000
8081,SO-39560,Rwanda,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-05-04,N/A - From RDC,2011-08-14,2011-05-25,2011-05-25,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1800,3330.0,1.85,0.01,"Aurobindo Unit III, India",Yes,718.0,4370.8,5.49,21 days 00:00:00.000000000
8082,SO-39710,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2011-05-04,N/A - From RDC,2011-10-13,2011-06-24,2011-06-24,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,514,1197.62,2.33,0.04,"Aurobindo Unit III, India",Yes,25.0,1052.04,1.98,51 days 00:00:00.000000000
8083,SO-39410,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2010-10-15,N/A - From RDC,2011-04-30,2011-06-20,2011-06-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,112000,281120.0,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,6449.0,7962.26,606.09,248 days 00:00:00.000000000
8084,SO-39800,Benin,PMO - US,From RDC,N/A - From RDC,Air,2011-05-15,N/A - From RDC,2011-06-13,2011-07-05,2011-07-05,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,14770,79462.6,5.38,0.09,"Cipla, Goa, India",Yes,2192.0,10829.6,131.11,51 days 00:00:00.000000000
8085,SO-39800,Benin,PMO - US,From RDC,N/A - From RDC,Air,2011-05-15,N/A - From RDC,2011-06-13,2011-07-05,2011-07-05,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,8800,28160.0,3.2,0.05,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,46.46,51 days 00:00:00.000000000
8086,SO-39960,Ghana,PMO - US,From RDC,N/A - From RDC,Air,2011-06-06,N/A - From RDC,2011-07-04,2011-07-20,2011-07-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38040,95480.4,2.51,0.04,"Strides, Bangalore, India.",Yes,2269.0,226.25,157.54,44 days 00:00:00.000000000
8087,SO-39910,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,N/A - From RDC,2011-07-19,2011-06-28,2011-06-28,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,168,221.76,1.32,0.02,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.37,196 days 00:00:00.000000000
8088,SO-40060,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-24,N/A - From RDC,2011-08-31,2011-09-01,2011-09-01,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,135900,1524798.0,11.22,0.19,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,2515.92,220 days 00:00:00.000000000
8089,SO-37841,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2010-10-13,N/A - From RDC,2011-08-15,2011-08-11,2011-08-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,36997,199043.86,5.38,0.09,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,429.14,302 days 00:00:00.000000000
8090,SO-38211,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,N/A - From RDC,2011-07-19,2011-07-21,2011-07-21,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,180,2700.0,15.0,0.25,"Aurobindo Unit III, India",Yes,38.0,1128.54,4.46,219 days 00:00:00.000000000
8091,SO-38571,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-12-21,N/A - From RDC,2011-07-22,2011-07-22,2011-07-22,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1571,35347.5,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,151.0,3545.1,58.32,213 days 00:00:00.000000000
8092,SO-38213,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,N/A - From RDC,2011-07-19,2011-08-11,2011-08-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,30000,256500.0,8.55,0.14,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,423.22,240 days 00:00:00.000000000
8093,SO-38741,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-02-03,N/A - From RDC,2011-09-29,2011-08-29,2011-08-29,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,89037,223482.87,2.51,0.04,"Aurobindo Unit VII, IN",No,4306.83476898982,11462.107118413907,368.75,207 days 00:00:00.000000000
8094,SO-38635,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-24,N/A - From RDC,2011-10-13,2011-10-13,2011-10-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,19242,81201.24,4.22,0.14,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,133.98,262 days 00:00:00.000000000
8095,SO-38214,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,N/A - From RDC,2011-08-31,2011-08-24,2011-08-24,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27975,126447.0,4.52,0.15,"Strides, Bangalore, India.",Yes,1704.0,16881.16,208.64,253 days 00:00:00.000000000
8096,SO-38636,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-24,N/A - From RDC,2011-11-30,2011-11-30,2011-11-30,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,9400,18988.0,2.02,0.01,"Aurobindo Unit III, India",Yes,3642.0,5678.14,31.33,310 days 00:00:00.000000000
8097,SO-40440,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2011-08-19,N/A - From RDC,2011-10-18,2011-10-03,2011-10-03,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,385,777.7,2.02,0.01,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,1.28,45 days 00:00:00.000000000
8098,SO-38950,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2010-09-01,N/A - From RDC,2011-04-14,2011-08-05,2011-08-05,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,13154,262027.68,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,1456.0,3949.18,564.93,338 days 00:00:00.000000000
8099,SO-39991,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-06-06,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,267671,3003268.62,11.22,0.19,"Aurobindo Unit III, India",Yes,37993.0,18495.9,4955.39,114 days 00:00:00.000000000
8100,SO-38733,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-02-03,N/A - From RDC,2011-10-31,2011-09-26,2011-09-26,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,135158,583882.56,4.32,0.14,"Aurobindo Unit III, India",Yes,17285.0,21454.88,963.41,235 days 00:00:00.000000000
8101,SO-40580,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,2011-09-02,N/A - From RDC,2011-09-30,2011-10-06,2011-10-06,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,23861,267720.42,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,4502.0,12314.4,441.74,34 days 00:00:00.000000000
8102,SO-39741,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2011-05-11,N/A - From RDC,2011-10-31,2011-10-24,2011-10-24,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3850,5390.0,1.4,0.02,"Aurobindo Unit III, India",Yes,230.0,2936.8,8.89,166 days 00:00:00.000000000
8103,SO-40701,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,2011-09-14,N/A - From RDC,2011-11-17,2011-10-18,2011-10-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45000,504900.0,11.22,0.19,"Aurobindo Unit III, India",Yes,5961.0,20144.99,833.08,34 days 00:00:00.000000000
8104,SO-38743,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-02-03,N/A - From RDC,2011-12-10,2011-12-09,2011-12-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,19200,48192.0,2.51,0.04,Mylan (formerly Matrix) Nashik,Yes,1936.0,9421.76,79.52,309 days 00:00:00.000000000
8105,SO-40770,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-25,N/A - From RDC,2011-11-11,2011-10-31,2011-10-31,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,1512,1995.84,1.32,0.02,"Aurobindo Unit III, India",Yes,360.0,3274.41,3.29,67 days 00:00:00.000000000
8106,SO-38743,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-02-03,N/A - From RDC,2011-12-10,2011-12-09,2011-12-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,108,271.08,2.51,0.04,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,0.45,309 days 00:00:00.000000000
8107,SO-40800,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-25,N/A - From RDC,2011-12-23,2011-11-19,2011-11-19,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3520,22598.4,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,197.0,3296.34,37.29,86 days 00:00:00.000000000
8108,SO-40911,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-05,N/A - From RDC,2012-01-09,2011-12-01,2011-12-01,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,41200.0,4.12,0.14,"Strides, Bangalore, India.",Yes,1051.0,39130.38,67.98,57 days 00:00:00.000000000
8109,SO-40620,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-01-10,2011-12-22,2011-12-22,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,23940,214741.8,8.97,0.3,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,354.32,122 days 00:00:00.000000000
8110,SO-40611,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-02-07,2011-12-19,2011-12-19,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6400,44928.0,7.02,0.12,Mylan (formerly Matrix) Nashik,Yes,355.0,2682.2,74.13,119 days 00:00:00.000000000
8111,SO-39750,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2011-05-18,N/A - From RDC,2012-01-30,2011-12-22,2011-12-22,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,80000,1593600.0,19.92,0.66,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,2629.44,218 days 00:00:00.000000000
8112,SO-40550,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-09-02,N/A - From RDC,2012-01-10,2011-12-22,2011-12-22,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20000,341600.0,17.08,0.57,Mylan (formerly Matrix) Nashik,Yes,2302.0,11462.107118413907,563.64,111 days 00:00:00.000000000
8113,SO-40690,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,2011-09-14,N/A - From RDC,2011-12-12,2011-12-12,2011-12-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13023,33599.34,2.58,0.04,"Strides, Bangalore, India.",Yes,750.0,3787.65,55.44,89 days 00:00:00.000000000
8114,SO-38638,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-24,N/A - From RDC,2012-01-31,2012-01-25,2012-01-25,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,8000,15600.0,1.95,0.01,"Aurobindo Unit III, India",Yes,2987.0,2779.53,25.74,366 days 00:00:00.000000000
8115,SO-40662,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-08-29,N/A - From RDC,2012-03-16,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,53279,438486.17,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,5494.0,15322.73,723.5,111 days 00:00:00.000000000
8116,SO-40260,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-07-26,N/A - From RDC,2012-02-29,2012-01-20,2012-01-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200000,502000.0,2.51,0.04,"Aurobindo Unit VII, IN",Yes,19257.0,6476.69,828.3,178 days 00:00:00.000000000
8117,SO-41130,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26,67.08,2.58,0.04,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,0.09,85 days 00:00:00.000000000
8118,SO-41131,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,70,180.6,2.58,0.04,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,0.25,85 days 00:00:00.000000000
8119,SO-41132,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,20,292.6,14.63,0.24,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,0.41,85 days 00:00:00.000000000
8120,SO-41133,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,75,619.5,8.26,0.14,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.87,85 days 00:00:00.000000000
8121,SO-41136,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30,330.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,0.46,85 days 00:00:00.000000000
8122,SO-41136,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,22,56.76,2.58,0.04,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,0.08,85 days 00:00:00.000000000
8123,SO-41137,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,450,3717.0,8.26,0.14,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,5.21,85 days 00:00:00.000000000
8124,SO-41137,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,50,1687.0,33.74,0.28,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,2.37,85 days 00:00:00.000000000
8125,SO-41138,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-02-10,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,274,2263.24,8.26,0.14,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,3.17,85 days 00:00:00.000000000
8126,SO-41146,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-03-23,2012-03-23,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,163,317.85,1.95,0.01,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.45,123 days 00:00:00.000000000
8127,SO-40360,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,N/A - From RDC,2012-03-30,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,100000,1122000.0,11.22,0.19,"Aurobindo Unit VII, IN",No,4306.83476898982,11462.107118413907,1851.3,217 days 00:00:00.000000000
8128,SO-38520,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-19,N/A - From RDC,2012-02-29,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9073,22773.23,2.51,0.04,"Aurobindo Unit VII, IN",Yes,2721.0,4777.08,37.58,393 days 00:00:00.000000000
8129,SO-41383,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-22,2012-03-22,2012-03-22,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1.0,522.42,0.08,122 days 00:00:00.000000000
8130,SO-41121,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-11-06,N/A - From RDC,2012-04-27,2012-02-17,2012-02-17,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,56386,232310.32,4.12,0.14,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,325.7,103 days 00:00:00.000000000
8131,SO-41300,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2011-12-20,N/A - From RDC,2012-03-02,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,2808,5194.8,1.85,0.01,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,7.28,83 days 00:00:00.000000000
8132,SO-40630,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-03-30,2012-03-12,2012-03-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,17440,95920.0,5.5,0.18,Mylan (formerly Matrix) Nashik,Yes,2612.0,1698.83,158.27,203 days 00:00:00.000000000
8133,SO-40630,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-03-30,2012-03-12,2012-03-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,15003,219493.89,14.63,0.24,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,362.16,203 days 00:00:00.000000000
8134,SO-40910,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-05,N/A - From RDC,2012-03-09,2012-02-15,2012-02-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,534,1377.72,2.58,0.04,"Strides, Bangalore, India.",Yes,30.0,2030.0,2.27,133 days 00:00:00.000000000
8135,SO-40665,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-08-29,N/A - From RDC,2012-03-16,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,22426,136350.08,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,1942.0,25231.96,224.98,171 days 00:00:00.000000000
8136,SO-40531,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-04-11,2012-04-11,2012-04-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,19026,37100.7,1.95,0.01,"Aurobindo Unit III, India",Yes,7096.0,3279.29,61.22,233 days 00:00:00.000000000
8137,SO-40691,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-03-30,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,163735,695873.75,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,9208.0,3825.8,1148.19,203 days 00:00:00.000000000
8138,SO-41080,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2011-11-04,N/A - From RDC,2012-03-21,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200,516.0,2.58,0.04,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,0.72,125 days 00:00:00.000000000
8139,SO-41080,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2011-11-04,N/A - From RDC,2012-03-21,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,200,466.0,2.33,0.04,Macleods Daman Plant INDIA,No,4306.83476898982,11462.107118413907,0.65,125 days 00:00:00.000000000
8140,SO-40381,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-04,N/A - From RDC,2012-05-07,2012-05-24,2012-05-24,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,14125,158482.5,11.22,0.19,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,261.5,294 days 00:00:00.000000000
