Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Generic,10/12/2011,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40122,FPQ-7659,2011,ARV,10/12/2011,10/12/2011,Air,Adult,SCMS,21397.38,202.816666667,225.28,12169,136536.18,11.22,60,0.19,7916
Generic,10/3/2011,Guyana,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-40440,FPQ-8023,2011,ARV,10/3/2011,10/18/2011,Air,Adult,SCMS,3127.35,12.1,8.41,726,5096.52,7.02,60,0.12,199
Generic,9/28/2011,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-39994,FPQ-7812,2011,ARV,9/28/2011,11/3/2011,Air Charter,Adult,SCMS,18495.9,71.666666667,16.53,4300,10019,2.33,60,0.04,220
Generic,9/28/2011,Nigeria,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-39997,FPQ-7812,2011,ARV,9/28/2011,11/3/2011,Air Charter,Adult,SCMS,18495.9,3836.3,1860.99,115089,1127872.2,9.8,30,0.33,11004
Generic,9/28/2011,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-39998,FPQ-7812,2011,ARV,9/28/2011,11/3/2011,Air Charter,Adult,SCMS,18495.9,57.433333333,46.97,3446,28463.96,8.26,60,0.14,6622
Generic,9/15/2011,Swaziland,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-40590,FPQ-8360,2011,ARV,9/15/2011,9/30/2011,Air,Adult,SCMS,3134.82,70.4,101.97,4224,61797.12,14.63,60,0.24,1926
Generic,10/10/2011,Haiti,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38215,FPQ-6801,2010,ARV,10/10/2011,10/31/2011,Air,Pediatric,SCMS,5324.69,5.383333333,4.16,1292,2519.4,1.95,240,0.01,483
Generic,10/11/2011,Swaziland,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40680,FPQ-8417,2011,ARV,10/11/2011,10/6/2011,Air,Adult,SCMS,7168.8,1000,407.38,30000,246900,8.23,30,0.27,2641
Generic,11/1/2011,Uganda,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38872,FPQ-7166,2011,ARV,11/1/2011,10/30/2011,Air,Pediatric,SCMS,27823.07,58.304166667,45.02,13993,27286.35,1.95,240,0.01,5262
Generic,11/29/2011,Tanzania,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-39753,FPQ-7675,2011,ARV,11/29/2011,11/29/2011,Air,Adult,SCMS,2367.4,138.766666667,136.83,4163,82926.96,19.92,30,0.66,483
Generic,12/14/2011,Mozambique,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38642,FPQ-7053,2011,ARV,12/14/2011,12/14/2011,Truck,Pediatric,SCMS,6888.32,109.7375,84.74,26337,51357.15,1.95,240,0.01,9931
Generic,10/14/2011,Nigeria,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40722,FPQ-7812,2011,ARV,10/14/2011,12/5/2011,Air Charter,Adult,SCMS,21326.73,811.533333333,314.14,24346,190385.72,7.82,30,0.26,2391
Generic,10/13/2011,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40723,FPQ-7812,2011,ARV,10/13/2011,12/5/2011,Air Charter,Adult,SCMS,21326.73,1752.666666667,1946.83,105160,1179895.2,11.22,60,0.19,28277
Generic,1/25/2012,Mozambique,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38637,FPQ-7053,2011,ARV,1/25/2012,1/25/2012,Truck,Pediatric,SCMS,2779.53,12.208333333,9.43,2930,5713.5,1.95,240,0.01,1102
Generic,11/19/2011,Côte d'Ivoire,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-40780,FPQ-8295,2011,ARV,11/19/2011,12/15/2011,Truck,Adult,SCMS,3296.34,135,31.14,8100,18873,2.33,60,0.04,387
Generic,11/28/2011,Zambia,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40241,FPQ-7667,2011,ARV,11/28/2011,1/10/2012,Ocean,Pediatric,SCMS,4075.1,53.5875,41.38,12861,25078.95,1.95,240,0.01,4836
Generic,12/14/2011,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40320,FPQ-8157,2011,ARV,12/14/2011,12/14/2011,Truck,Adult,SCMS,11291.75,1788.75,1986.91,107325,1204186.5,11.22,60,0.19,12669
Generic,12/18/2011,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-40652,FPQ-8364,2011,ARV,12/18/2011,3/2/2012,Air Charter,Adult,SCMS,15322.73,78.333333333,18.07,4700,10951,2.33,60,0.04,264
Generic,12/18/2011,Nigeria,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40653,FPQ-8364,2011,ARV,12/18/2011,3/2/2012,Air Charter,Adult,SCMS,15322.73,198.333333333,88.06,5950,53371.5,8.97,30,0.3,631
Generic,2/6/2012,Côte d'Ivoire,200mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-40791,FPQ-8295,2011,ARV,2/6/2012,2/6/2012,Truck,Pediatric,SCMS,12102.81,62.75,93.18,3765,56475,15,60,0.25,303
Generic,12/18/2011,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-40654,FPQ-8364,2011,ARV,12/18/2011,3/2/2012,Air Charter,Adult,SCMS,15322.73,1000,255.42,60000,154800,2.58,60,0.04,9746
Generic,12/18/2011,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40661,FPQ-8364,2011,ARV,12/18/2011,3/16/2012,Air Charter,Adult,SCMS,15322.73,164.783333333,183.04,9887,110932.14,11.22,60,0.19,20845
Generic,2/8/2012,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-40831,FPQ-8363,2011,ARV,2/8/2012,4/27/2012,Air Charter,Adult,SCMS,24940.97,234.683333333,191.91,14081,116309.06,8.26,60,0.14,6410
Generic,12/18/2011,Nigeria,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40663,FPQ-8364,2011,ARV,12/18/2011,3/16/2012,Air Charter,Adult,SCMS,15322.7,1448.033333333,589.91,43441,357519.43,8.23,30,0.27,3263
Generic,1/3/2012,"Congo, DRC",150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-41230,FPQ-9015,2011,ARV,1/3/2012,12/27/2011,Air,Adult,SCMS,1182.25,25,17.37,1500,12390,8.26,60,0.14,147
Generic,1/20/2012,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38740,FPQ-7085,2011,ARV,1/20/2012,1/30/2012,Truck,Adult,SCMS,6476.7,230.6,57.3,13836,34728.36,2.51,60,0.04,1332
Generic,2/14/2012,"Congo, DRC",150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-41131,FPQ-8840,2011,ARV,2/14/2012,3/16/2012,Air,Adult,SCMS,456.17,1.616666667,1.12,97,801.22,8.26,60,0.14,46
Generic,2/14/2012,"Congo, DRC",200mg,Tablet,From RDC,N/A - From RDC,Strides,Nevirapine,N/A - From RDC,SO-41132,FPQ-8840,2011,ARV,2/14/2012,3/16/2012,Air,Adult,SCMS,456.18,0.266666667,0.06,16,41.28,2.58,60,0.04,42
Generic,2/14/2012,"Congo, DRC",150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41135,FPQ-8840,2011,ARV,2/14/2012,3/16/2012,Air,Adult,SCMS,912.36,0.466666667,0.43,28,308,11,60,0.18,13
Generic,2/14/2012,"Congo, DRC",150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41138,FPQ-8840,2011,ARV,2/14/2012,2/10/2012,Air,Adult,SCMS,1824.72,19.6,18.14,1176,12936,11,60,0.18,308
Generic,3/14/2012,"Congo, DRC",300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-41142,FPQ-8840,2011,ARV,3/14/2012,3/16/2012,Air,Adult,SCMS,2460.79,15.216666667,8.99,913,6409.26,7.02,60,0.12,288
Generic,4/11/2012,"Congo, DRC",300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-41143,FPQ-8840,2011,ARV,4/11/2012,3/16/2012,Air,Adult,SCMS,3436.14,17.15,10.13,1029,7223.58,7.02,60,0.12,324
Generic,4/13/2012,"Congo, DRC",300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-41145,FPQ-8840,2011,ARV,4/13/2012,3/16/2012,Air,Adult,SCMS,1418.01,1.633333333,0.96,98,687.96,7.02,60,0.12,65
Generic,3/23/2012,"Congo, DRC",300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41146,FPQ-8840,2011,ARV,3/23/2012,3/16/2012,Air,Adult,SCMS,1524.5,0.666666667,0.17,20,121.6,6.08,30,0.2,70
Generic,3/14/2012,"Congo, DRC",300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41148,FPQ-8840,2011,ARV,3/14/2012,3/16/2012,Air,Adult,SCMS,5636.3,3.433333333,0.88,103,626.24,6.08,30,0.2,1072
Generic,2/17/2012,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-40270,FPQ-7767,2011,ARV,2/17/2012,2/28/2012,Truck,Adult,SCMS,11292.05,457.533333333,681.25,27452,412878.08,15.04,60,0.25,3898
Generic,3/8/2012,Mozambique,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40310,FPQ-8157,2011,ARV,3/8/2012,2/15/2012,Truck,Adult,SCMS,4313.33,47.833333333,11.6,2870,7031.5,2.45,60,0.04,277
Generic,3/22/2012,"Congo, DRC",150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-41380,FPQ-8840,2011,ARV,3/22/2012,3/22/2012,Air,Adult,SCMS,522.42,0.1,0.02,6,13.98,2.33,60,0.04,6
Generic,3/22/2012,"Congo, DRC",150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-41382,FPQ-8840,2011,ARV,3/22/2012,3/22/2012,Air,Adult,SCMS,491.43,0.333333333,0.07,20,46.6,2.33,60,0.04,1
Generic,2/17/2012,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-41121,FPQ-8759,2011,ARV,2/17/2012,4/27/2012,Truck,Adult,SCMS,11292.05,125.8,154.82,7548,110427.24,14.63,60,0.24,13472
Generic,3/12/2012,Tanzania,50mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-40500,FPQ-8303,2011,ARV,3/12/2012,3/15/2012,Truck,Pediatric,SCMS,1698.83,624.4,69.23,18732,41959.68,2.24,30,0.07,1090
Generic,3/1/2012,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40790,FPQ-8295,2011,ARV,3/1/2012,2/29/2012,Truck,Adult,SCMS,3641.16,1539.2,1709.71,92352,1036189.44,11.22,60,0.19,10832
Generic,3/12/2012,Tanzania,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-41390,FPQ-8303,2011,ARV,3/12/2012,3/15/2012,Truck,Pediatric,SCMS,1698.83,9.066666667,44.88,2176,27200,12.5,240,0.05,821
Generic,2/24/2012,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40820,FPQ-8363,2011,ARV,2/24/2012,3/2/2012,Truck,Adult,SCMS,6009.47,72,19.6,2160,11880,5.5,30,0.18,1122
Generic,2/14/2012,Tanzania,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-40613,FPQ-8297,2011,ARV,2/14/2012,4/6/2012,Truck,Adult,SCMS,7651.59,2500,1737.45,150000,1053000,7.02,60,0.12,10142
Generic,2/16/2012,Nigeria,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41264,FPQ-8952,2011,ARV,2/16/2012,6/20/2012,Air Charter,Adult,SCMS,25231.96,893.266666667,628.56,26798,448330.54,16.73,30,0.56,3203
Generic,2/16/2012,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Strides,Nevirapine,N/A - From RDC,SO-41266,FPQ-8952,2011,ARV,2/16/2012,6/20/2012,Air Charter,Adult,SCMS,25231.96,1666.666666667,361.72,100000,258000,2.58,60,0.04,18672
Aluvia,3/19/2012,Guyana,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-41030,FPQ-8623,2011,ARV,3/19/2012,3/30/2012,Air,Adult,SCMS,3940.18,10.941666667,62.11,1313,44300.62,33.74,120,0.28,276
Generic,3/8/2012,South Sudan,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Zidovudine,N/A - From RDC,SO-41080,FPQ-8624,2011,ARV,3/8/2012,3/21/2012,Air,Adult,SCMS,22788.95,103.333333333,61.02,6200,43524,7.02,60,0.12,2652
Generic,2/27/2012,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41520,FPQ-9321,2012,ARV,2/27/2012,4/24/2012,Truck,Adult,SCMS,4054.19,92.083333333,85.21,5525,60775,11,60,0.18,1414
Generic,4/11/2012,Tanzania,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-40610,FPQ-8297,2011,ARV,4/11/2012,5/4/2012,Truck,Adult,SCMS,3279.25,372.333333333,304.47,22340,184528.4,8.26,60,0.14,20975
Generic,4/6/2012,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-41152,FPQ-8787,2011,ARV,4/6/2012,4/16/2012,Air,Adult,SCMS,3848.91,231,136.41,13860,97297.2,7.02,60,0.12,662
Generic,4/10/2012,Zimbabwe,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-40850,FPQ-8464,2011,ARV,4/10/2012,4/13/2012,Truck,Adult,SCMS,29250.68,55.75,44.15,3345,26760,8,60,0.13,21063
Generic,4/30/2012,Burundi,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-41532,FPQ-9229,2012,ARV,4/30/2012,4/26/2012,Air,Adult,SCMS,1188.75,5.833333333,6.45,350,4602.5,13.15,60,0.22,36
Generic,4/30/2012,Nigeria,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41269,FPQ-8952,2011,ARV,4/30/2012,6/20/2012,Air Charter,Adult,SCMS,27441.22,1666.666666667,1140.53,50000,813500,16.27,30,0.54,6078
Generic,4/30/2012,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-41920,FPQ-8952,2011,ARV,4/30/2012,6/20/2012,Air Charter,Adult,SCMS,27441.22,499.666666667,327.01,29980,233244.4,7.78,60,0.13,2721
Generic,5/18/2012,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41510,FPQ-9321,2012,ARV,5/18/2012,7/3/2012,Truck,Adult,SCMS,3758.4,50,11.65,1500,8310,5.54,30,0.18,729
Generic,5/22/2012,Uganda,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-41610,FPQ-9356,2012,ARV,5/22/2012,6/29/2012,Truck,Adult,SCMS,10611,57.491666667,287.08,6899,204762.32,29.68,120,0.25,1859
Generic,5/25/2012,Zimbabwe,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-40861,FPQ-8464,2011,ARV,5/25/2012,5/31/2012,Truck,Adult,SCMS,15219.71,281.216666667,67.93,16873,41170.12,2.44,60,0.04,8433
Generic,5/28/2012,Zambia,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40950,FPQ-8476,2011,ARV,5/28/2012,6/1/2012,Truck,Adult,SCMS,6079.27,5000,4026.82,150000,2440500,16.27,30,0.54,17001
Generic,5/28/2012,Zambia,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41290,FPQ-9081,2011,ARV,5/28/2012,6/15/2012,Truck,Adult,SCMS,6079.27,333.333333333,234.55,10000,167300,16.73,30,0.56,1133
Generic,5/30/2012,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-41200,FPQ-8790,2011,ARV,5/30/2012,5/30/2012,Air,Adult,SCMS,26205.83,1161.4,760.08,69684,542141.52,7.78,60,0.13,6798
Generic,6/28/2012,Mozambique,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-41760,FPQ-9506,2012,ARV,6/28/2012,7/3/2012,Truck,Pediatric,SCMS,29683.06,254.033333333,166.68,60968,118887.6,1.95,240,0.01,53692
Generic,6/3/2012,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41255,FPQ-8952,2011,ARV,6/3/2012,7/4/2012,Air Charter,Adult,SCMS,17090,3666.666666667,3392.84,220000,2420000,11,60,0.18,28776
Generic,6/3/2012,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-42332,FPQ-9432,2012,ARV,6/3/2012,8/2/2012,Air Charter,Adult,SCMS,17090,2333.333333333,383.73,70000,273700,3.91,30,0.13,6889
Generic,6/27/2012,Zimbabwe,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-40883,FPQ-8464,2011,ARV,6/27/2012,8/14/2012,Truck,Adult,SCMS,5530.11,55.75,42.94,3345,26024.1,7.78,60,0.13,7095
Generic,6/27/2012,Zimbabwe,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Zidovudine,N/A - From RDC,SO-39460,FPQ-7560,2011,ARV,6/27/2012,7/31/2012,Truck,Adult,SCMS,5530.12,603.2,419.21,36192,254067.84,7.02,60,0.12,2036
Generic,6/27/2012,Zimbabwe,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-40891,FPQ-8464,2011,ARV,6/27/2012,10/16/2012,Truck,Adult,SCMS,5530.11,55.75,42.94,3345,26024.1,7.78,60,0.13,7114
Generic,7/3/2012,Côte d'Ivoire,150mg,Tablet,From RDC,N/A - From RDC,Strides,Lamivudine,N/A - From RDC,SO-41181,FPQ-8790,2011,ARV,7/3/2012,7/2/2012,Air,Adult,SCMS,2394.27,165,32.34,9900,23067,2.33,60,0.04,451
Generic,6/20/2012,Rwanda,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-42470,FPQ-10015,2012,ARV,6/20/2012,7/3/2012,Air,Adult,SCMS,31029.99,666.666666667,136.84,40000,97600,2.44,60,0.04,3771
Generic,7/16/2012,Uganda,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-42580,FPQ-10048,2012,ARV,7/16/2012,7/5/2012,Air,Adult,SCMS,27321.52,1528,251.29,45840,179234.4,3.91,30,0.13,5486
Generic,7/9/2012,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Hetero,Efavirenz,N/A - From RDC,SO-41682,FPQ-9432,2012,ARV,7/9/2012,8/2/2012,Air Charter,Adult,SCMS,21347.13,1666.666666667,267.08,50000,190500,3.81,30,0.13,4944
Generic,8/1/2012,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-42083,FPQ-9875,2012,ARV,8/1/2012,8/17/2012,Air,Adult,SCMS,30482.8,2000,466.02,60000,332400,5.54,30,0.18,4547
Generic,7/26/2012,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Strides,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41593,FPQ-9355,2012,ARV,7/26/2012,9/5/2012,Truck,Adult,SCMS,4911,2.616666667,2.16,157,1540.17,9.81,60,0.16,836
Generic,7/31/2012,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-41191,FPQ-8790,2011,ARV,7/31/2012,7/31/2012,Air,Adult,SCMS,11702.27,1333.866666667,1100.73,80032,785113.92,9.81,60,0.16,11720
Generic,7/31/2012,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41201,FPQ-8790,2011,ARV,7/31/2012,7/31/2012,Air,Adult,SCMS,2252.42,49.966666667,10.13,1499,7225.18,4.82,30,0.16,123
Generic,8/1/2012,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-41720,FPQ-9472,2012,ARV,8/1/2012,7/31/2012,Truck,Adult,SCMS,11188.53,42.466666667,46.3,2548,33022.08,12.96,60,0.22,3090
Generic,7/24/2012,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Zidovudine,N/A - From RDC,SO-42644,FPQ-9432,2012,ARV,7/24/2012,8/2/2012,Air Charter,Adult,SCMS,16532.5,872.966666667,566.91,52378,404358.16,7.72,60,0.13,7666
Generic,8/14/2012,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-42060,FPQ-9875,2012,ARV,8/14/2012,9/17/2012,Air,Adult,SCMS,81100.77,1201.783333333,991.73,72107,707369.67,9.81,60,0.16,9348
Generic,7/24/2012,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-41260,FPQ-8952,2011,ARV,7/24/2012,7/31/2012,Air Charter,Adult,SCMS,16532.5,166.333333333,32.6,9980,23253.4,2.33,60,0.04,642
Generic,7/24/2012,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-42807,FPQ-9432,2012,ARV,7/24/2012,8/2/2012,Air Charter,Adult,SCMS,16532.5,167,32.73,10020,23346.6,2.33,60,0.04,645
Generic,8/18/2012,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41190,FPQ-8790,2011,ARV,8/18/2012,8/20/2012,Air,Adult,SCMS,4754.53,496,313.76,14880,223795.2,15.04,30,0.5,1674
Generic,9/4/2012,Zimbabwe,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40900,FPQ-8464,2011,ARV,9/4/2012,12/11/2012,Truck,Adult,SCMS,6014.22,1496.033333333,396.93,44881,240562.16,5.36,30,0.18,7191
Generic,10/29/2012,Mozambique,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-42950,FPQ-10210,2012,ARV,10/29/2012,11/30/2012,Truck,Pediatric,SCMS,19730.62,29.791666667,21.05,7150,15015,2.1,240,0.01,2778
Generic,8/27/2012,Côte d'Ivoire,100mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-42381,FPQ-9749,2012,ARV,8/27/2012,10/29/2012,Truck,Pediatric,SCMS,12101.96,4.9,3.23,490,2303,4.7,100,0.05,4359
Generic,8/14/2012,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-42935,FPQ-9432,2012,ARV,8/14/2012,8/31/2012,Air,Adult,SCMS,18461.22,1072.45,200.28,64347,142850.34,2.22,60,0.04,5950
Generic,10/26/2012,Tanzania,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-43010,FPQ-10391,2012,ARV,10/26/2012,10/26/2012,Air,Adult,SCMS,82283.9,879.5,571.15,52770,407384.4,7.72,60,0.13,16510
Generic,10/29/2012,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-42610,FPQ-10048,2012,ARV,10/29/2012,10/29/2012,Air,Adult,SCMS,19667.94,673.366666667,156.9,20201,111913.54,5.54,30,0.18,3865
